NAME : Phoenix, Phoenix-Deer Valley Municipal Airport
LATITUDE : 33.44426
ELEVATION : 1130
STATE : AZ
ID : 34897

NAME : LTCHFL
STID : UP551
LONGITUDE : -112.34230
LATITUDE : 33.43392
ELEVATION : 943
STATE : AZ
ID : 34899

NAME : MOBIL1
STID : UP557
LONGITUDE : -112.31677
LATITUDE : 33.04361
ELEVATION : 1382
STATE : AZ
ID : 34905

NAME : PIEDRA
STID : UP561
LONGITUDE : -113.06667
LATITUDE : 32.88034
ELEVATION : 757
STATE : AZ
ID : 34909

NAME : QUNCRK
STID : UP562
LONGITUDE : -111.58753
LATITUDE : 33.22385
ELEVATION : 1446
STATE : AZ
ID : 34910

NAME : SMUR
STID : UP565
LONGITUDE : -112.79154
LATITUDE : 32.93293
ELEVATION : 728
STATE : AZ
ID : 34913

NAME : STNWX1
STID : UP566
LONGITUDE : -113.30673
LATITUDE : 32.84143
ELEVATION : 553
STATE : AZ
ID : 34914

NAME : EW0265 Sun City West
STID : E0265
LONGITUDE : -112.32617
LATITUDE : 33.69617
ELEVATION : 1283
STATE : AZ
ID : 36100

NAME : EW1258 Phoenix
STID : E1258
LONGITUDE : -112.14883
LATITUDE : 33.50000
ELEVATION : 1124
STATE : AZ
ID : 36115

NAME : EW1464 Phoenix
STID : E1464
LONGITUDE : -111.99000
LATITUDE : 33.41000
ELEVATION : 1086
STATE : AZ
ID : 36123

NAME : EW2157 Anthem
STID : E2157
LONGITUDE : -112.09631
LATITUDE : 33.86129
ELEVATION : 1982
STATE : AZ
ID : 36585

NAME : EW2625 Tempe
STID : E2625
LONGITUDE : -111.89611
LATITUDE : 33.37933
ELEVATION : 1194
STATE : AZ
ID : 39686

NAME : EW2739 Phoenix
STID : E2739
LONGITUDE : -112.04233
LATITUDE : 33.61650
ELEVATION : 1745
STATE : AZ
ID : 39787

NAME : EW2864 Mesa
STID : E2864
LONGITUDE : -111.59667
LATITUDE : 33.40450
ELEVATION : 1585
STATE : AZ
ID : 40017

NAME : EW2937 Surprise
STID : E2937
LONGITUDE : -112.41006
LATITUDE : 33.58982
ELEVATION : 1198
STATE : AZ
ID : 40147

NAME : Sycamore Creek - Upper
STID : MSYC
LONGITUDE : -111.46431
LATITUDE : 33.98761
ELEVATION : 5825
STATE : AZ
ID : 40503

NAME : EW3307 Scottsdale
STID : E3307
LONGITUDE : -111.85383
LATITUDE : 33.63000
ELEVATION : 1634
STATE : AZ
ID : 40699

NAME : EW3342 Phoenix
STID : E3342
LONGITUDE : -111.98677
LATITUDE : 33.29465
ELEVATION : 1175
STATE : AZ
ID : 40703

NAME : EW3438 Chandler
STID : E3438
LONGITUDE : -111.81833
LATITUDE : 33.30383
ELEVATION : 1227
STATE : AZ
ID : 40802

NAME : Alameda
STID : SRP40
LONGITUDE : -111.92
LATITUDE : 33.39
ELEVATION : 1181
STATE : AZ
ID : 41133

NAME : Arcadia
STID : SRP41
LONGITUDE : -112.00
LATITUDE : 33.51
ELEVATION : 1247
STATE : AZ
ID : 41134

NAME : Collier
STID : SRP28
LONGITUDE : -112.29
LATITUDE : 33.46
ELEVATION : 1014
STATE : AZ
ID : 41136

NAME : Corbell
STID : SRP37
LONGITUDE : -111.83
LATITUDE : 33.36
ELEVATION : 1211
STATE : AZ
ID : 41137

NAME : Falcon Field
STID : SRP36
LONGITUDE : -111.74
LATITUDE : 33.47
ELEVATION : 1366
STATE : AZ
ID : 41139

NAME : Fountain Hills
STID : SRP26
LONGITUDE : -111.71
LATITUDE : 33.60
ELEVATION : 1573
STATE : AZ
ID : 41140

NAME : Horse Mesa Dam
STID : SRP45
LONGITUDE : -111.34
LATITUDE : 33.59
ELEVATION : 1916
STATE : AZ
ID : 41141

NAME : Horseshoe Dam
STID : SRP19
LONGITUDE : -111.71
LATITUDE : 33.98
ELEVATION : 2022
STATE : AZ
ID : 41142

NAME : Humphrey
STID : SRP15
LONGITUDE : -111.78
LATITUDE : 33.22
ELEVATION : 1262
STATE : AZ
ID : 41143

NAME : Kay
STID : SRP32
LONGITUDE : -112.15
LATITUDE : 33.42
ELEVATION : 1031
STATE : AZ
ID : 41144

NAME : Mormon Flat Dam
STID : SRP43
LONGITUDE : -111.44
LATITUDE : 33.55
ELEVATION : 1657
STATE : AZ
ID : 41145

NAME : Palo Verde
STID : SRP39
LONGITUDE : -112.86
LATITUDE : 33.38
ELEVATION : 947
STATE : AZ
ID : 41146

NAME : Pera
STID : SRP21
LONGITUDE : -111.94
LATITUDE : 33.46
ELEVATION : 1266
STATE : AZ
ID : 41147

NAME : Perkins
STID : SRP25
LONGITUDE : -112.32
LATITUDE : 33.71
ELEVATION : 1312
STATE : AZ
ID : 41148

NAME : Pringle
STID : SRP29
LONGITUDE : -112.11
LATITUDE : 33.57
ELEVATION : 1233
STATE : AZ
ID : 41149

NAME : Rittenhouse
STID : SRP31
LONGITUDE : -111.64
LATITUDE : 33.25
ELEVATION : 1399
STATE : AZ
ID : 41152

NAME : Roosevelt Dam
STID : SRP44
LONGITUDE : -111.16
LATITUDE : 33.67
ELEVATION : 2227
STATE : AZ
ID : 41153

NAME : Sheely
STID : SRP34
LONGITUDE : -112.21
LATITUDE : 33.49
ELEVATION : 1080
STATE : AZ
ID : 41154

NAME : SRP
STID : SRP01
LONGITUDE : -111.95
LATITUDE : 33.44
ELEVATION : 1188
STATE : AZ
ID : 41156

NAME : Stapley
STID : SRP35
LONGITUDE : -111.80
LATITUDE : 33.43
ELEVATION : 1253
STATE : AZ
ID : 41157

NAME : Stewart Mountain Dam
STID : SRP38
LONGITUDE : -111.54
LATITUDE : 33.56
ELEVATION : 1455
STATE : AZ
ID : 41158

NAME : Sun Lakes
STID : SRP33
LONGITUDE : -111.88
LATITUDE : 33.22
ELEVATION : 1194
STATE : AZ
ID : 41159

NAME : EW3986 North Phoenix
STID : E3986
LONGITUDE : -112.02317
LATITUDE : 33.66200
ELEVATION : 1558
STATE : AZ
ID : 41912

NAME : EW4424 Chandler
STID : E4424
LONGITUDE : -111.85652
LATITUDE : 33.32948
ELEVATION : 1204
STATE : AZ
ID : 42227

NAME : EW4443 Gilbert
STID : E4443
LONGITUDE : -111.81117
LATITUDE : 33.34300
ELEVATION : 1224
STATE : AZ
ID : 42233

NAME : EW4431 Mesa
STID : E4431
LONGITUDE : -111.80817
LATITUDE : 33.44733
ELEVATION : 1260
STATE : AZ
ID : 42301

NAME : Vehicle Emissions Laboratory
STID : A1339
LONGITUDE : -111.99170
LATITUDE : 33.45420
ELEVATION : 1163
STATE : AZ
ID : 42775

NAME : EW4905 Tempe
STID : E4905
LONGITUDE : -111.90750
LATITUDE : 33.42400
ELEVATION : 1100
STATE : AZ
ID : 42803

NAME : Phoenix JLG Supersite
STID : A1351
LONGITUDE : -112.09500
LATITUDE : 33.50360
ELEVATION : 1036
STATE : AZ
ID : 42813

NAME : EW5153 Mesa
STID : E5153
LONGITUDE : -111.67400
LATITUDE : 33.44000
ELEVATION : 1519
STATE : AZ
ID : 43052

NAME : KG7EVB El Mirage
STID : AU910
LONGITUDE : -112.32167
LATITUDE : 33.59750
ELEVATION : 1112
STATE : AZ
ID : 43444

NAME : EW5693 Scottsdale
STID : E5693
LONGITUDE : -111.93967
LATITUDE : 33.61100
ELEVATION : 1394
STATE : AZ
ID : 43589

NAME : EW5721 Peoria
STID : E5721
LONGITUDE : -112.22383
LATITUDE : 33.59283
ELEVATION : 1150
STATE : AZ
ID : 43592

NAME : EW5814 Mesa
STID : E5814
LONGITUDE : -111.60000
LATITUDE : 33.40000
ELEVATION : 1558
STATE : AZ
ID : 43691

NAME : EW6036 Scottsdale
STID : E6036
LONGITUDE : -111.92800
LATITUDE : 33.50450
ELEVATION : 1316
STATE : AZ
ID : 43947

NAME : Bender Springs
STID : BBES
LONGITUDE : -112.38250
LATITUDE : 32.68528
ELEVATION : 3518
STATE : AZ
ID : 44206

NAME : Black Cross
STID : BBLC
LONGITUDE : -113.21778
LATITUDE : 32.57111
ELEVATION : 790
STATE : AZ
ID : 44207

NAME : ETAC Con Point
STID : BETC
LONGITUDE : -112.66806
LATITUDE : 32.70833
ELEVATION : 1402
STATE : AZ
ID : 44208

NAME : Range 1
STID : BRG1
LONGITUDE : -112.93333
LATITUDE : 32.55028
ELEVATION : 1197
STATE : AZ
ID : 44210

NAME : Range 4
STID : BRG4
LONGITUDE : -112.93833
LATITUDE : 32.78722
ELEVATION : 927
STATE : AZ
ID : 44212

NAME : Weather Top
STID : BWET
LONGITUDE : -112.62389
LATITUDE : 32.55694
ELEVATION : 2791
STATE : AZ
ID : 44216

NAME : EW6449 Glendale
STID : E6449
LONGITUDE : -112.21133
LATITUDE : 33.69500
ELEVATION : 1316
STATE : AZ
ID : 44315

NAME : Camelback Rd. @ Citrus Rd.
STID : MACC
LONGITUDE : -112.44442
LATITUDE : 33.50803
ELEVATION : 1115
STATE : AZ
ID : 44433

NAME : EW6696 Sun City West
STID : E6696
LONGITUDE : -112.35600
LATITUDE : 33.67700
ELEVATION : 1268
STATE : AZ
ID : 44482

NAME : EW0209 Ahwatukee
STID : E0209
LONGITUDE : -111.99467
LATITUDE : 33.33117
ELEVATION : 1266
STATE : AZ
ID : 44484

NAME : EW6518 Mesa
STID : E6518
LONGITUDE : -111.84546
LATITUDE : 33.41787
ELEVATION : 1250
STATE : AZ
ID : 44485

NAME : Aguila VFD
STID : MAGV
LONGITUDE : -113.17214
LATITUDE : 33.94093
ELEVATION : 2170
STATE : AZ
ID : 44761

